INSERT into jadwal (id_jadwal, tanggal) VALUES
('0636','2021-02-17'),
('0487','2016-07-03'),
('3119','2019-11-21'),
('7120','2020-04-15'),
('5865','2023-12-02'),
('4089','2021-04-01'),
('5434','2024-09-09'),
('3083','2025-12-03'),
('1784','2021-01-02'),
('5156','2020-11-06'),
('2736','2020-05-19'),
('6745','2024-03-06'),
('2104','2024-06-24'),
('9586','2025-09-30'),
('2875','2025-02-16'),
('7475','2018-01-15'),
('1851','2020-12-11'),
('9482','2022-02-08'),
('0015','2017-07-29'),
('9455','2022-07-20'),
('4254','2016-01-28'),
('0585','2019-01-30'),
('8073','2017-05-02'),
('0991','2024-12-06'),
('2589','2024-02-11'),
('7825','2022-09-03'),
('0185','2022-10-23'),
('2127','2022-09-01'),
('7501','2016-10-31'),
('9674','2025-01-18'),
('2980','2018-01-12'),
('8183','2019-11-02'),
('1800','2017-08-19'),
('1532','2019-10-21'),
('1087','2021-08-11'),
('4306','2019-07-29'),
('4198','2018-11-20'),
('1433','2024-10-05'),
('6680','2025-02-21'),
('1692','2016-04-21'),
('2594','2024-06-19'),
('5782','2024-11-27'),
('8262','2023-11-23'),
('7689','2017-07-24'),
('9347','2016-03-01'),
('0626','2017-10-19'),
('7560','2016-07-16'),
('0979','2016-06-08'),
('5221','2023-05-12'),
('1988','2019-02-04'),
('6209','2016-09-24'),
('6111','2022-06-12'),
('8813','2020-09-30'),
('4928','2016-02-12'),
('3004','2021-02-09'),
('3825','2020-03-24'),
('0797','2019-05-19'),
('3386','2021-10-02'),
('5202','2023-09-27'),
('7725','2024-02-11'),
('6125','2023-05-20'),
('9371','2025-06-22'),
('6275','2018-10-09'),
('3908','2024-03-03'),
('0523','2018-12-02'),
('2773','2021-03-26'),
('9346','2022-08-06'),
('8902','2025-01-03'),
('1133','2022-04-02'),
('5187','2016-01-22'),
('2257','2022-07-08'),
('8101','2021-05-07'),
('9620','2020-09-01'),
('8699','2020-08-20'),
('7970','2024-06-27'),
('8940','2025-09-27'),
('7043','2016-03-04'),
('7432','2025-01-21'),
('2099','2020-08-29'),
('2239','2017-01-21'),
('4588','2022-12-07'),
('7915','2023-01-05'),
('6329','2018-11-05'),
('2733','2018-10-15'),
('6081','2021-02-04'),
('9390','2021-08-09'),
('1926','2024-12-02'),
('6413','2018-11-03'),
('3359','2019-10-31'),
('3816','2020-07-23'),
('6433','2022-03-18'),
('3241','2019-09-04'),
('0431','2017-09-04'),
('7564','2025-01-13'),
('4040','2023-03-23'),
('3868','2025-01-06'),
('0743','2016-08-30'),
('8221','2016-01-25'),
('2890','2024-11-16'),
('2834','2024-01-15'),
('2094','2021-10-13'),
('5703','2024-01-11'),
('0490','2019-08-10'),
('8727','2025-05-16'),
('3500','2017-07-20'),
('5474','2021-08-13'),
('4170','2021-09-05'),
('3560','2020-04-18'),
('7760','2017-03-07'),
('5193','2022-07-19'),
('5971','2020-07-23'),
('5773','2016-06-10'),
('3440','2025-07-16'),
('6905','2022-08-30'),
('4396','2025-07-22'),
('3299','2017-02-19'),
('2926','2017-01-27'),
('1642','2021-12-26'),
('9781','2021-11-27'),
('5022','2019-12-27'),
('1751','2024-01-10'),
('5507','2016-08-20'),
('9163','2025-02-22'),
('9684','2020-01-01'),
('7285','2023-08-18'),
('7119','2018-05-16'),
('8152','2020-04-06'),
('5581','2016-10-17'),
('6739','2018-03-15'),
('3671','2020-07-21'),
('2380','2024-09-06'),
('1857','2021-08-26'),
('2966','2023-02-21'),
('3643','2024-05-26'),
('2593','2018-03-10'),
('8493','2019-04-23'),
('6429','2024-09-28'),
('1544','2017-05-27'),
('4867','2021-12-03'),
('8658','2025-07-29'),
('7702','2023-12-23'),
('8644','2018-05-12'),
('1017','2017-03-18'),
('1024','2017-09-23'),
('3125','2022-01-28'),
('1533','2020-01-29'),
('9303','2021-01-24'),
('8987','2016-06-03'),
('8948','2023-01-16'),
('7064','2017-05-09'),
('6967','2016-09-16'),
('0764','2016-01-08'),
('2008','2023-04-25'),
('3856','2018-11-05'),
('3268','2022-05-28'),
('3572','2018-12-20'),
('2240','2025-05-23'),
('7550','2022-07-02'),
('2765','2025-08-06'),
('3476','2025-10-23'),
('7139','2019-08-20'),
('1264','2025-10-19'),
('6904','2021-12-02'),
('6981','2017-10-11'),
('6678','2025-04-24'),
('9412','2019-06-17'),
('8982','2025-12-18'),
('0545','2019-10-07'),
('8443','2019-01-08'),
('2350','2021-04-15'),
('5841','2019-06-20'),
('3122','2024-04-11'),
('1294','2018-09-16'),
('7222','2020-12-11'),
('5742','2019-08-31'),
('5468','2016-12-31'),
('7694','2023-01-29'),
('7283','2018-08-17'),
('5644','2016-11-25'),
('8849','2021-06-19'),
('0025','2017-05-07'),
('2816','2017-06-13'),
('3493','2025-10-12'),
('4006','2024-03-19'),
('5659','2019-10-06'),
('9856','2016-09-03'),
('0136','2022-12-18'),
('3899','2018-08-23'),
('5448','2018-01-18'),
('4065','2021-05-08'),
('2066','2017-10-02'),
('7366','2019-11-14'),
('0622','2020-06-26'),
('0181','2017-06-22'),
('3001','2021-02-27'),
('6653','2016-12-09'),
('9644','2024-03-16'),
('0550','2024-02-12'),
('9921','2018-04-04'),
('1225','2019-07-10'),
('5512','2021-06-16'),
('6089','2019-02-12'),
('9243','2020-03-30'),
('4828','2018-01-30'),
('4969','2020-07-24'),
('4847','2020-09-02'),
('7857','2020-05-17'),
('7875','2023-06-24'),
('1353','2017-09-01'),
('8050','2019-01-26'),
('0394','2017-11-12'),
('5285','2022-01-05'),
('5302','2019-03-11'),
('7068','2022-06-21'),
('6541','2021-05-08'),
('8970','2019-08-19'),
('8629','2019-11-13'),
('3297','2021-05-30'),
('5901','2023-01-25'),
('0020','2021-09-28'),
('5142','2017-12-10'),
('3156','2021-03-12'),
('3509','2025-12-22'),
('1462','2021-11-27'),
('5292','2024-02-22'),
('7220','2019-02-26'),
('1695','2024-02-04'),
('3632','2020-10-20'),
('7097','2022-03-07'),
('6262','2018-12-17'),
('3262','2023-04-09'),
('3007','2020-03-16'),
('8104','2018-09-10'),
('5604','2022-01-29'),
('0977','2021-07-25'),
('4886','2020-03-18'),
('5100','2016-03-12'),
('4824','2022-03-19'),
('6301','2018-03-22'),
('3555','2025-06-10'),
('1472','2020-09-08'),
('7608','2021-09-09'),
('5008','2025-03-01'),
('2070','2017-03-06'),
('1242','2021-07-30'),
('4597','2023-03-20'),
('0513','2025-01-02'),
('2456','2019-12-11'),
('9032','2016-11-21'),
('9213','2017-03-17'),
('9660','2024-02-02'),
('6307','2025-06-18'),
('3254','2024-10-05'),
('0712','2019-03-09'),
('9234','2023-08-02'),
('1761','2024-02-09'),
('6430','2024-12-21'),
('4895','2017-10-15'),
('9413','2020-06-12'),
('8787','2024-09-20'),
('9642','2016-09-09'),
('0246','2019-04-09'),
('6997','2020-10-06'),
('3046','2016-05-08'),
('1383','2018-11-27'),
('8407','2024-11-12'),
('1963','2018-04-10'),
('0500','2025-02-15'),
('0757','2021-02-16'),
('3059','2016-12-28'),
('8719','2023-01-30'),
('1030','2022-06-24'),
('1602','2021-11-26'),
('3210','2020-10-13'),
('5250','2019-10-23'),
('2724','2020-03-14'),
('7088','2016-08-18'),
('4535','2024-05-10'),
('1833','2020-11-02'),
('0129','2016-08-15'),
('4775','2021-02-20'),
('0763','2025-01-04'),
('7891','2019-12-01'),
('0811','2025-10-01'),
('5047','2020-07-16'),
('9028','2016-03-03'),
('5110','2020-05-16'),
('7012','2019-09-07'),
('5943','2016-06-24'),
('3955','2024-04-25'),
('9338','2017-09-15'),
('5260','2025-06-29'),
('2788','2020-07-07'),
('6971','2021-01-31'),
('2247','2016-06-01'),
('2328','2019-04-29'),
('1945','2020-08-01'),
('5497','2017-11-15'),
('2296','2016-10-04'),
('0017','2022-03-18'),
('8859','2019-04-06'),
('9067','2022-02-15'),
('2362','2024-07-14'),
('8395','2019-01-25'),
('8841','2016-10-12'),
('4746','2018-10-23'),
('4007','2016-12-20'),
('9839','2021-01-21'),
('8998','2025-05-13'),
('9605','2025-02-27'),
('6092','2016-07-05'),
('3927','2018-03-31'),
('7018','2021-01-21'),
('8129','2023-12-29'),
('1598','2023-09-01'),
('1301','2021-08-25'),
('3447','2025-04-03'),
('4993','2022-03-25'),
('6088','2016-12-01'),
('5436','2017-02-22'),
('2472','2022-07-31'),
('3110','2023-03-08'),
('2488','2019-01-03'),
('1705','2021-07-21'),
('6213','2016-01-04'),
('4749','2019-06-22'),
('8613','2023-07-07'),
('8132','2017-12-11'),
('9611','2022-10-04'),
('6031','2018-03-16'),
('9603','2021-10-07'),
('3178','2017-06-29'),
('0641','2024-12-21'),
('9702','2022-03-18'),
('9254','2023-06-03'),
('6050','2023-01-21'),
('6600','2024-10-03'),
('8895','2025-10-28'),
('3371','2022-04-08'),
('3106','2023-07-10'),
('7192','2019-10-15'),
('9173','2023-04-21'),
('1008','2017-08-17'),
('2652','2020-07-07'),
('5332','2024-03-20'),
('3580','2022-02-02'),
('9827','2018-04-29'),
('5577','2025-03-23'),
('8238','2021-02-20'),
('0677','2020-12-31'),
('9339','2022-04-18'),
('3270','2021-09-26'),
('8819','2016-06-27'),
('4087','2023-01-10'),
('5182','2016-04-07'),
('8851','2018-08-29'),
('2670','2024-09-07'),
('1262','2024-10-26'),
('7363','2025-02-26'),
('9996','2024-01-19'),
('8224','2023-06-27'),
('7082','2022-03-22'),
('1468','2020-08-05'),
('0127','2020-05-26'),
('7036','2019-06-01'),
('2428','2019-04-18'),
('9553','2025-12-20'),
('2289','2017-10-28'),
('3767','2016-08-19'),
('0510','2019-03-03'),
('6654','2023-08-25'),
('3745','2023-04-25'),
('1755','2025-05-01'),
('5289','2025-01-27'),
('2981','2024-09-20'),
('9706','2023-04-09'),
('6781','2023-08-10'),
('7581','2016-12-29'),
('7934','2020-06-01'),
('0105','2020-11-05'),
('0353','2023-09-10'),
('4048','2020-01-13'),
('6101','2022-04-25'),
('3457','2016-05-20'),
('8479','2020-07-20'),
('0000','2021-08-01'),
('6877','2022-01-07'),
('0769','2025-08-28'),
('6460','2016-04-08'),
('9724','2023-03-24'),
('1838','2022-06-28'),
('2801','2021-08-20'),
('7488','2017-02-11'),
('8222','2017-07-02'),
('8603','2023-03-27'),
('4442','2023-12-08'),
('6561','2024-03-05'),
('8800','2018-05-31'),
('7109','2022-11-22'),
('1613','2023-08-13'),
('3861','2016-09-26'),
('5453','2016-10-28'),
('4025','2021-04-03'),
('2795','2018-06-20'),
('9908','2018-10-06'),
('2357','2023-03-21'),
('9229','2023-09-30'),
('8893','2023-07-25'),
('9802','2020-10-28'),
('7873','2017-01-06'),
('1382','2018-09-08'),
('7264','2021-11-22'),
('9756','2021-10-07'),
('7548','2024-04-18'),
('3022','2017-03-27'),
('6178','2021-11-28'),
('5518','2016-04-19'),
('5204','2018-01-01'),
('0072','2022-07-22'),
('0916','2018-11-25'),
('7933','2025-08-14'),
('2814','2018-08-29'),
('4268','2018-11-08'),
('0561','2023-11-20'),
('8894','2025-12-18'),
('6228','2018-10-07'),
('1185','2020-12-03'),
('1439','2021-11-26'),
('0969','2024-11-22'),
('7047','2021-02-15'),
('0599','2019-05-13'),
('5283','2019-02-03'),
('7304','2020-04-23'),
('3420','2018-06-19'),
('7113','2021-12-20'),
('2954','2022-05-12'),
('5569','2023-02-21'),
('3211','2022-01-15'),
('0806','2019-01-20'),
('7716','2022-11-30'),
('7479','2020-10-03'),
('6989','2016-09-17'),
('4028','2019-03-09'),
('8190','2020-07-04'),
('0304','2024-09-21'),
('3974','2022-03-05'),
('7423','2019-02-18'),
('0484','2020-06-19'),
('2992','2020-02-11'),
('6542','2018-12-20'),
('0313','2021-03-30'),
('1254','2023-08-02'),
('5111','2018-05-29'),
('3212','2022-08-17'),
('9473','2018-01-13'),
('0421','2017-06-26'),
('3293','2025-05-25'),
('4032','2025-04-17'),
('1590','2016-09-02'),
('5261','2025-05-16'),
('3023','2024-02-10'),
('8130','2016-07-01'),
('9918','2020-09-11'),
('8656','2023-04-01'),
('2934','2018-04-10'),
('3261','2018-10-24'),
('5328','2025-05-24'),
('7864','2019-07-08'),
('6683','2018-05-16'),
('8199','2018-08-21'),
('8753','2019-07-16'),
('6748','2022-12-25'),
('5290','2016-09-22'),
('3828','2024-02-08'),
('2523','2022-11-26'),
('0742','2025-11-08'),
('4818','2023-02-11'),
('4374','2023-04-10'),
('6087','2024-10-04'),
('6986','2022-11-04'),
('7567','2025-12-02'),
('1526','2018-06-28'),
('6206','2020-07-06'),
('3768','2025-11-11'),
('7747','2022-04-06'),
('2922','2019-06-11'),
('8945','2024-11-16'),
('6151','2018-09-16'),
('1728','2016-09-15'),
('5896','2022-04-13'),
('5052','2017-02-13'),
('3480','2024-10-16'),
('8374','2016-08-22'),
('7359','2022-03-17'),
('4817','2018-05-26'),
('0269','2017-04-20'),
('5079','2024-03-19'),
('1198','2023-10-19'),
('3034','2019-08-18'),
('1607','2023-08-15'),
('2862','2024-10-09'),
('4833','2023-03-02'),
('8899','2025-03-17'),
('0159','2019-01-28'),
('1142','2022-03-03'),
('1583','2016-04-29'),
('4637','2025-02-01'),
('4717','2016-05-19'),
('5895','2020-05-07'),
('7956','2020-07-24'),
('4116','2018-01-01'),
('2423','2021-12-11'),
('5399','2017-06-30'),
('9631','2024-09-15'),
('8465','2018-05-27'),
('1160','2024-06-23'),
('8635','2018-12-17'),
('1412','2020-06-29'),
('4449','2020-11-07'),
('0119','2019-04-11'),
('0664','2021-10-13'),
('1203','2018-09-29'),
('3652','2025-10-07'),
('1672','2020-06-24'),
('8918','2018-10-27'),
('0933','2017-02-13'),
('6472','2023-06-03'),
('2004','2021-05-15'),
('3463','2020-05-12'),
('3327','2020-12-21'),
('9518','2016-06-16'),
('7723','2021-07-22'),
('3163','2020-12-15'),
('8096','2016-09-25'),
('3770','2022-07-14'),
('6062','2022-07-30'),
('7846','2024-10-15'),
('2228','2016-12-06'),
('3247','2020-06-19'),
('1878','2022-04-24'),
('3363','2025-07-10'),
('0455','2019-08-08'),
('2507','2019-07-15'),
('0433','2022-10-22'),
('6624','2017-10-25'),
('0106','2022-09-03'),
('0604','2018-12-24'),
('8684','2018-01-14'),
('9456','2018-12-02'),
('5832','2022-11-07'),
('2421','2025-07-11'),
('4918','2020-05-30'),
('2455','2020-10-10'),
('3520','2019-08-15'),
('2759','2021-05-05'),
('2631','2019-11-21'),
('9745','2017-09-10'),
('9792','2016-11-14'),
('7010','2022-01-31'),
('3665','2018-11-16'),
('4020','2023-03-02'),
('7865','2024-03-03'),
('3415','2019-12-28'),
('6203','2017-05-11'),
('0137','2023-06-02'),
('2014','2024-11-16'),
('0202','2020-03-08'),
('8696','2024-07-17'),
('9730','2019-10-25'),
('3978','2021-02-09'),
('1417','2023-09-25'),
('8530','2021-08-30'),
('5225','2016-05-23'),
('3568','2018-03-18'),
('5726','2022-03-22'),
('2783','2016-02-11'),
('8329','2025-07-06'),
('3897','2023-02-08'),
('1033','2023-05-14'),
('0896','2019-10-21'),
('9595','2018-09-20'),
('9110','2017-10-07'),
('1905','2021-04-02'),
('5804','2020-10-23'),
('8292','2016-08-21'),
('8972','2020-08-24'),
('1935','2021-12-21'),
('0555','2022-09-04'),
('9075','2020-02-10'),
('2588','2023-07-26'),
('8008','2024-09-13'),
('0019','2023-04-05'),
('6179','2020-10-26'),
('0720','2023-12-19'),
('0984','2016-03-04'),
('9579','2021-08-08'),
('3996','2025-02-26'),
('3530','2021-03-27'),
('4931','2024-07-11'),
('4472','2023-11-08'),
('8539','2017-09-29'),
('5064','2024-08-31'),
('9727','2022-07-31'),
('1916','2016-09-22'),
('6207','2016-06-26'),
('9851','2018-12-29'),
('8473','2020-08-22'),
('0344','2024-08-23'),
('2220','2016-02-05'),
('2376','2023-06-14'),
('7516','2017-02-18'),
('1471','2017-02-24'),
('3170','2021-10-25'),
('6514','2025-05-12'),
('3492','2021-10-15'),
('2055','2020-07-10'),
('3924','2016-07-20'),
('7443','2017-05-17'),
('2411','2019-02-03'),
('4212','2025-08-02'),
('5612','2016-02-02'),
('0548','2016-03-21'),
('9555','2024-12-17'),
('6292','2019-10-11'),
('8247','2018-12-18'),
('0716','2024-08-06'),
('5425','2022-07-26'),
('1913','2019-02-11'),
('0125','2025-06-28'),
('2703','2024-07-07'),
('3144','2022-07-25'),
('3813','2016-11-14'),
('8803','2017-06-02'),
('7371','2025-03-20'),
('3199','2016-07-22'),
('8303','2023-11-04'),
('9428','2024-11-20'),
('7489','2016-01-04'),
('3305','2021-03-31'),
('2140','2016-02-02'),
('6586','2017-07-12'),
('2808','2023-02-06'),
('3471','2024-12-25'),
('4934','2018-05-25'),
('3889','2020-10-24'),
('6912','2020-07-16'),
('1097','2018-03-15'),
('4951','2021-07-28'),
('8123','2025-11-24'),
('8279','2019-04-14'),
('1621','2025-08-24'),
('4015','2022-11-04'),
('0810','2018-05-21'),
('2502','2025-11-26'),
('2214','2025-11-03'),
('5677','2020-09-30'),
('9755','2023-11-08'),
('7663','2016-10-14'),
('0611','2017-02-15'),
('8060','2019-02-14'),
('9750','2019-12-13'),
('2634','2017-02-10'),
('9337','2022-11-18'),
('9700','2022-12-29'),
('9206','2022-01-15'),
('0047','2025-12-04'),
('3739','2022-05-04'),
('3449','2017-07-22'),
('4594','2022-12-29'),
('5476','2017-07-31'),
('1431','2018-04-19'),
('3366','2024-08-25'),
('3815','2020-04-20'),
('6054','2023-04-22'),
('5814','2024-09-23'),
('4544','2016-09-27'),
('7193','2019-04-26'),
('1999','2022-09-08'),
('7173','2022-08-23'),
('7622','2021-05-07'),
('6176','2016-01-31'),
('4871','2020-03-23'),
('8917','2025-03-04'),
('4720','2016-08-23'),
('3000','2016-10-30'),
('9760','2023-03-30'),
('4883','2018-11-30'),
('2547','2024-09-07'),
('8867','2018-12-28'),
('2796','2022-02-08'),
('0551','2018-03-19'),
('2005','2021-04-29'),
('7136','2024-05-29'),
('1780','2016-05-01'),
('4047','2017-02-05'),
('6422','2020-05-18'),
('9547','2024-03-24'),
('2863','2018-08-29'),
('3938','2019-11-06'),
('2858','2018-07-28'),
('5483','2019-03-12'),
('4888','2019-05-14'),
('1389','2020-04-18'),
('9940','2022-04-30'),
('5886','2025-01-15'),
('8054','2016-04-21'),
('3406','2024-09-05'),
('4811','2024-04-15'),
('5068','2017-04-11'),
('8343','2017-10-13'),
('5585','2018-10-12'),
('9155','2022-12-11'),
('6373','2022-11-02'),
('8427','2022-02-14'),
('2963','2021-01-13'),
('7260','2016-06-16'),
('1378','2020-04-24'),
('1992','2025-05-19'),
('0449','2016-02-18'),
('3365','2023-04-27'),
('2805','2022-11-29'),
('6829','2018-10-03'),
('9486','2022-04-29'),
('5846','2024-07-22'),
('4682','2022-02-13'),
('5528','2023-12-30'),
('7847','2020-05-03'),
('4911','2021-04-24'),
('3870','2023-01-04'),
('5907','2016-04-10'),
('8207','2017-04-23'),
('1248','2017-11-09'),
('9626','2017-06-09'),
('5708','2022-10-03'),
('5387','2017-05-16'),
('2615','2020-04-20'),
('1753','2017-09-25'),
('9983','2022-08-13'),
('3101','2023-06-22'),
('5766','2019-07-02'),
('8086','2019-07-07'),
('6304','2016-06-20'),
('1818','2019-08-11'),
('5171','2020-05-28'),
('2237','2018-06-24'),
('4137','2018-11-17'),
('8257','2022-09-23'),
('7199','2018-03-29'),
('4277','2023-12-05'),
('7572','2019-11-25'),
('3656','2020-10-20'),
('3613','2025-01-11'),
('9036','2022-10-16'),
('1232','2018-07-08'),
('9997','2023-04-04'),
('4788','2024-07-15'),
('6280','2022-03-07'),
('6196','2017-11-01'),
('6754','2022-02-10'),
('3081','2023-11-01'),
('7852','2021-09-05'),
('5458','2019-07-11'),
('9158','2022-01-21'),
('5393','2020-06-12'),
('5785','2025-12-09'),
('9767','2018-09-25'),
('5968','2021-10-15'),
('3688','2018-12-10'),
('8944','2020-11-12'),
('6784','2022-12-17'),
('7701','2018-03-27'),
('6615','2024-10-28'),
('2314','2020-12-02'),
('4901','2025-04-21'),
('2086','2020-05-05'),
('9894','2022-10-20'),
('0999','2021-01-03'),
('1295','2020-02-20'),
('8055','2019-11-05'),
('7321','2018-05-28'),
('4407','2022-03-10'),
('9457','2016-09-23'),
('9575','2020-03-03'),
('1861','2017-03-23'),
('1906','2021-04-26'),
('9807','2018-09-03'),
('0135','2024-07-06'),
('1981','2021-12-02'),
('6490','2019-03-17'),
('9911','2022-01-16'),
('5892','2022-06-12'),
('4292','2019-12-13'),
('3413','2024-01-16'),
('7137','2016-06-29'),
('2108','2020-05-11'),
('4560','2017-10-14'),
('8784','2024-12-17'),
('2291','2023-10-18'),
('4315','2020-03-28'),
('4118','2016-10-16'),
('1659','2016-07-16'),
